id,댓글,공감수
1,  배경음악하고 광고하고 너무 찰떡인데;; ㄹㅇ 사고싶자너 ,3
1,  노래 고르신 프로님... 어디계세요.. 플레이 리스트 공유 좀 해주셔요.. ,3
1,  가고있어..ㅎ😏       사러...😉 ,3
1,  보깅을 활용한 건 진짜 신의 한수다 ,3
1,"  마지막에 시계에대고 ㅈㄴ도도하게  ""가고있어"" 할때 영화관에서 다 빵터짐ㅋㅋㄱ ",3
1,"  허름한 동네 골목과 모델,  빨간 다라이 빨간 원피스.. 진짜 이번 광고 끝내준다. ",3
1,  이 광고를 보고  진짜  누가 만들고 기획했는지 너무 좋아서 매일 본다  !!! 이번광고는 아이폰을 뛰어넘었다   !!!그리고 광고 모델도 너무 좋고 음악도 최고다 ,3
1,  아~ 국토종주하면서 저 철교 지나가는데 저분이 춤추고있더라고 광고찍는 거였군아 ,3
1,  이번에 타짜 보러가면서 보게됐던 광고인데 강렬하게 꽂혀가지고 집에와서 이거 검색해서 20번은 본 듯..ㄷㄷ ,3
1,  광고의 힘이 이렇게 큽니다 여러분 다들 영화관에서 보고 오신분들이 많네 ,3
1,  와 우리나라 광고에서 보그댄스를 보게되다니.. 대박 ,3
1,  이게 대기업의 광고지 쓸데없는소리 하지도않소 깔끔하게 내가 광고를 다찾아보네 ,3
1,  극장에서보고 찾아왔네요 마지막에 건물위로 떠오르는게 극장서보면 쩔어 이노래 좋으신분은 타케우치마리아도 검색해보세요 ,3
1,  스마트워치 별관심 없었는데 광고보고 사고싶어졌다.. 광고 오지게 잘만들었네;; 저거차면 엄청 엣지있게 보일거같아 ㅋㅋㅋㅋㅋㅋ ,3
1,  광고가 멋있어보이는건 처음인거 같다... ,3
1,  영화관서 광고노래가 먼저 들어오더니 광고가 너무감각적이라 이렇게 찾아보게되네요  너무 잘만듬 ,3
1,  광고 진짜 잘만들었네요 ㄷㄷ;; 노래도 기가맥히게 좋고 ,3
1,  광고보고 지른거 첨이다 삼성 일 잘하네 내가 졌다 ㅠ ,3
1,  일본광고라고 확신했는데.. 한국 예술계 앞날 너무 기대되네요 ,3
1,  영화보러갔다가 광고보고 뿅감 브금죽이네 ,3
1,  광고 종료 한건지 cgv에서 안나와서 보고싶어서 왔어요. ㅠㅡㅠ ,3
1,  ㅋㅋㅋㅋ 영화관에서 보고온사람 많네 ,3
1,"  한글 가사가 들리네요.. ""갖고 싶다.... 시계를... "" ㅋㅋ ",3
1,  이거 춤 장르가 보깅인가요? 너무 멋지다 ,3
1,  광고 진짜 잘만들었다 ㄹㅇ 애플워치5 살려고 했는데 마음을 흔들리게하네.. ,3
1,  앞머리 있는 모델분 비주얼이며 동작이며 표정 눈빛 대사 모든게 완벽하다 대단한 예술인인것같다 ,3
1,  타짜보러가서 보게됬는데 영화보다 기억에 남았음... ,3
1,  물론 영상도 잘만들었지만 선곡이 진짜 미쳤다 선곡이 90프로는 다한듯  노래 세상힙하고 너무 좋아서 하루죙일 듣는중 ㅜ ,3
1,  아 진짜 이거 몇번을 돌려보는거지. 알았다. 스댕실버 예약하러 갈게 ,3
1,  시계에서 꽃 피어나는거 진짜 역대급으로 예쁘네요...! ,3
1,  이거 벌써 예약 완료됐다는데..ㄷㄷ 이번은 역대급 ,3
1,  조커보러갔다가 광고나와서 반했는데 상영전에 한번더 보고싶다 했더니 또해줌 두번개이득. 영화관에서 보니 사운드가 더 장난이아님 ,3
1,  타짜3보다ㅜ광고가 더잼있었음 ,3
1,  삼성은 광고 찍을때 예술적인분을 뽑아서 하나? ,3
1,  영화광고 시간에 멍때리고 있다가 갑자기 빡집중됨;; ,3
1,  앞머리 일자 여자 모델 누구예요? 매력 쩌네 ,3
1,  영화관에서 봤다가 유튭으로 찾아서 보는 중... ,3
1,  스뎅 실버 재고좀 풀어줘요 샘숭 ,3
1,  영화관에서 이 광고 보고 찾아왔습니다. 광고를 여러번 돌려보긴 처음이네요 ㅋㅋ ,3
1,  그냥 춤추는건줄 알았지만 AOD 기능을  말해주는 부분 0:09 검은색  0:11 흰색 ,3
1,  정말 광고 잘뽑았다 ,3
1,  나만 좋게 생각한 게 아니구나. 이 광고 진짜 느낌 좋았음. ,3
1,  0:15 사회복무요원 ,3
1,  삼성전자 광고 중 젠 괜찮다 ,3
1,  ㄹㅇ 삼성 이렇게 광고 만들어 주세여 ,3
1,  이게 진짜 광고잘만든게 ㅋㅋ 미남미녀들로 하여금 얼굴을 보일랑말랑 하게 밀땅하고 결국 끝까지 영상보게함 ~ ,3
1,  와 노래 너무 좋아요ㅠㅠ 광고랑 찰떡.. ,3
1,  뽐뿌 오지게 오게 만들었다. 만든 사람 센스 미춌따... ,3
1,  먼가리아킴스럽다...음악은 다펑이시티팝하는거같고ㅋㅋㅋ ,3
1,  삼성답지 않게 광고 잘 만들었네 ㅋㅋㅋㅋ ,3
1,  머야 광고 너무 좋아ㅜㅜ ,3
1,  나만 0:09 에 나오는 배경 호텔델루나 삼도천 다리 촬영했던데 라고 생각하나 ,3
1,  광고에 좋아요 찍어보긴 첨인듯. 삼성은 제일기획 직원들에게 보너스를 지급하라.. ,3
1,  삼성... 이광고 지우지 말아줘라 처질 때마다 보러온다... ,3
1,  제품떠나 광고 진짜 잘만들었네요 ,3
1,  우왕 44만원 짜리를 예구로 40만원에 샀어! 역시 난 합리적인 소비자야!  ??? : 야! 그 돈으로 시계를 왜 사냐? 그 돈이면 뜨~끈한 국밥 80그릇 든~든하게 먹고 말지. ,3
1,  모델 진짜 잘골랐어 상줘라 관계자 ,3
1,  광고 잘만들엇다 노래도 찰떡 ,3
1,  역시 잔재주가 많지만 시계로서 시간도 표시한다는 옆집 광고랑은 많이 다르네 ,3
1,  썸네일 안재홍닮았다 ,3
1,  노래에 빠진 1인 ‥ 광고  만든 사람 알고 싶다 ,3
1,  사람보는 눈 다 똑같구나 ㅎㅎ 노래도 좋고 모델들 매력터져서 특히 가고있어하신 저분♡ 광고찾고있었는데~ ,3
1,  와우 광고를 넘어 작품이네 ,3
1,  다시 보면 볼수록 안무가 개쩌는거 같다 ,3
1,  노래 타이밍에 맞게 공중부양 할때 넋놓게 된다. ,3
1,  나만 이 광고좋아서 맨날보러들어오나... ,3
1,  노래도 너무 좋은데 계속 이 춤 추는 모습이 보고 싶어서 들어오게 되네요.. ,3
1,  광고보러 매일 온다 이 말이야 ,3
1,  이 광고 보고 액티브1샀던 사람들 빡칠듯 ,3
1,  광고 참 중독성있음ㅋㅋ ,3
1,  처음에 손뻗고 돌리고 분홍옷입으신분이 동작하는거너무 멋져요ㅜ ,3
1,  40mm핑크 미쳤다 ,3
1,  광고노래랑 춤에 중독되서 계속보러오는 1인 ,3
1,  이게 광고야 뮤직비디오야? 영화관에서 이거 보고 지려서 유튜브 찾음 ,3
1,  광고도 힙하지만 시계이뻐서 사고싶다규 ,3
1,  이 광고보러 계속 오구 있어요 ㅎㅎ 왜이렇게 이광고가 좋지 ㅎㅎ ,3
1,  내가 시계를 사고싶게 하다니ㅠㅠㅜ 영화관에서 보고 반함ㅠㅠㅠ ,3
1,  노래너무좋아서 도입부 전주부분 벨소리했습니다 ,3
1,  와 이거 뮤비 풀영상으로 만들어주면 좋겠다.. ,3
1,  힙하다는 단어가 한 번에 이해됐음. 이거구나. 삼성광고니까 제일기획일거같은데. 그아래 하청들도 완전 궁금합니다. ,3
1,  ㄹㅇ 광고 ㅈㄴ 잘만듬 ㅋㅋㅋ ,3
1,  가고 있어 ~ ♪         약속장소로 ~ ♬ ,3
1,  크 지려따~~~~~~~~ 느무조차너~~~♡♡ ,3
1,"  아이폰,아이패드,맥북 쓰지만 워치는 갤럭시 워치 액티브2로. ",3
1,  이 광고 보고나서 액티브2 알미늄 44mm 블랙으로 샀음... 진짜 매력있다 ,3
1,  마지막에 ‘가고 있어’ 엣지 있다😆 ,3
1,  광고 실화? 브금이랑 완전 찰떡에 모델들 굿. ,3
1,  앞머리 짧으신 모델분(?) 내취저... 언니 나 반해요 ,3
1,  보깅이 광고에 나올줄이야ㅜㅠㅜㅜ ,3
1,  보깅 조나멋있다..;; 담주에 사러간다.. ,3
1,  어음 뭔가 유니클로 느낌났음 ,3
1,  광고가 멋지네요 ㅋㅋ 갬성오져따리 ,3
1,  아모레 미오~!♥ 아모레 ,3
1,  0:08 이분 누군가요 ㅠㅠㅜ 아시는분 ,3
1,  최유정 닮은 여자 모델 이름이 뭔가요?! ,3
1,  오또맘 보고 온사람 ,3
1,  감독 유광굉 ,3
1,  와 광고 멋지네... 네이버에서 추신수 영상 보려다가 스킵못하고 여기까지 와버렸자너 ,3
1,  광고 정말 잘만들었어요 노래선곡자 뭐듣고사는지 궁금하네요 ㅋㅋ ,3
1,  일자 앞머리 여성분 너무 매력넘친다ㅎㅎ ,3
1,  노래 진짜 좋아 >~< ,3
1,  스뎅골드 예약! ,3
1,  극장에서 봤는데 광고넘멋있당.. 디자인도 점점예뻐지고! 삼성흥해라 앱등이들ㄲㅈ ,3
1,  여기 나오는모델분들 다 댄서이세요 ! 아마 보깅이라는 장르를 전공으로 하시는분들입니다 ㅎ ,3
1,  핑크색 예쁘당 ,3
1,  모델은 예술처럼 춤추는데 내가 하니까 바보 된거같네ㅋㅋ ,3
1,  진짜 넘 멋진 광고 영화보는데 광고보고 기절 ,3
1,  와.. 살 뻔 했다.. ,3
1,  광고 중독 ㅠㅠ ,3
1,  Qué bonita es la felicidad  눈썹 이쁜 분도 매력적인데 저 노래 가사 나오는 이쁜분 노래 가사랑 잘 어울림 ,3
1,  극장에서 첨 광고 봤는데 와우! 모델들도 넘 매력적 ,3
1,  이번에 너무 잘 만들었네요. 시계에서 꽃 피어나는거 완전 내 스타일. 최고!! ,3
1,  오늘도 보러 출첵..  앞머리 모델분 너무 이쁘심. 세상에 어떻게 저렇게 이쁘실 수가 있는지...세 손가락 안에 꼽을 수 있다고 감히 얘기할수 있을 정도.. ,3
1,  삼성은 광고를 참 잘 만들어 ,3
1,  느낌 조낸 있다 진짜 사고싶어 진다 ,3
1,"  0:33 점점 절정을 치닫는 부분인거 같은데, 시계가 딱 바뀌더니 모델분이 공중부양하면서 인셉션 처럼 세계 위아래가 바뀌는 장면인데 무슨 의미인가요? ",3
1,  사전예약 주문 안될꺼면 사전예약 왜 하는거임 ,3
1,  되게 한국적으로 이쁘게 잘표현한 광고 ,3
1,  워 소름돋아 진짜 ,3
1,  내 이상형을 찾았습니다 ^^ ,3
1,  솔직히 장혜수 얼굴보고 들어왔다 손!!! ,3
1,  0:06에 나오시는 하늘새구옷 입으신분 4년전인가 3면전에 중학교 축제때 댄스추러 오신분이였는데 삼성 광고에서 보네 ㄷㄷㄷ ,3
1,  이거살까ㅋㅋㅋ ,3
1,  이거 음악 뭐죠? ,3
1,  쩐다 진짜.. 음악 뭐지.. ,3
1,  1일 20광고는 하고 있는거 같습니다... 정말 잘 만들었네요.... ,3
1,  요즘 삼성은 진짜 광고도 잘만들어  이 광고 무엇인가 멋져소 찾아봄  이것도 좋고 노트10도 좋고  난 약정 1년 남았는데 1년 후에는 기어랑 같이 사야겠다 ㅋㅋㅋ ,3
1,  춤에 중독됐어요.... ,3
1,  삼성 사랑해요 워치액티브2 짱 ,3
1,  모델 누구에요? ,3
1,  크 지린다 ㅠㅠㅠㅠ ,3
